-8.707704E-05,0.000116968,0.9956408,110.3577
-0.0004163916,0.0001281293,0.9955435,110.3577
-0.0008085815,0.0001146404,0.9956408,110.3577
-0.001096632,0.0001147458,0.9945477,110.6024
0.0002969457,0.0001048365,0.9955435,110.3577
-0.0001351552,0.0001114701,0.9956408,110.3577
-0.0001546597,0.0001020594,1.000244,116.8176
-0.0006074535,0.0001039778,1.000578,116.8176
0.0001344248,0.0001071377,1.000244,116.8176
5.668547E-05,0.0001014567,1.000244,116.8176
0.000594705,9.883693E-05,1.000244,116.8176
0.0002948679,9.509573E-05,0.9977509,117.356
-0.00117219,7.952523E-05,1,123.8159
-0.0007839251,8.105663E-05,1,123.8159
-0.0006463269,8.172204E-05,1,123.8159
-0.0008612375,7.563512E-05,1,123.8159
-0.000133175,9.218301E-05,0.998913,123.8159
-0.0006631762,8.726874E-05,1,123.8159
-8.88262E-05,6.661589E-05,0.9950992,131.5918
0.0007315348,6.73073E-05,0.999788,130.9937
0.0008423582,7.095607E-05,0.999788,130.9937
-1.435444E-05,6.603159E-05,0.9967652,131.3525
0.0006846014,7.636529E-05,0.9991357,130.9937
3.824685E-05,7.553433E-05,0.9991357,130.9937
0.001335201,5.359187E-05,0.9957269,139.2929
0.0008618474,6.881872E-05,1.000763,138.62
0.0007703128,7.013585E-05,1.000763,138.62
0.0006087736,6.91088E-05,1.000069,138.62
0.0006282977,7.318494E-05,1.000763,138.62
0.0006806933,6.063436E-05,0.9959057,139.3677
0.001383644,5.613379E-05,0.9976136,147.3679
0.001606617,5.419041E-05,0.9953305,147.3679
0.001687622,6.50264E-05,0.9968711,146.8872
0.002000393,6.136056E-05,0.9968711,146.8872
0.001800758,5.976146E-05,0.9979182,146.8872
0.00190969,5.350862E-05,0.9976136,147.3679
0.0008977911,5.51154E-05,1,156.1157
0.001204203,5.078586E-05,1,156.1157
0.001646829,4.982656E-05,1.00119,155.3467
0.001409276,4.932862E-05,0.9981937,156.1157
0.001148594,5.168249E-05,1,156.1157
0.001033946,4.615819E-05,0.9991379,156.1157
5.961543E-05,6.049218E-05,0.998361,165.3442
-0.0002640834,6.717141E-05,0.9996377,165.0879
0.000985882,5.595628E-05,1.002359,164.5752
-0.0003821114,6.8676E-05,0.9996377,165.0879
-0.0006794619,7.56986E-05,0.9996377,165.0879
-0.0007558198,6.246327E-05,0.998361,165.3442
0.00395157,5.072991E-05,0.9947577,175.3418
0.002583352,5.631345E-05,0.9960684,174.9573
0.001672289,5.533443E-05,0.9960684,174.9573
0.001312873,5.789839E-05,0.9960684,174.9573
0.002254331,5.542091E-05,0.9960684,174.9573
