1,064582E+18,3,469745E+15,1E+20,2,207153E+07
1,06166E+18,2,913825E+15,1E+20,2,207153E+07
1,010619E+18,2,825506E+15,9,969512E+19,2,207153E+07
1,018397E+18,3,346637E+15,9,963415E+19,2,207153E+07
9,786315E+17,3,918498E+15,1E+20,2,207153E+07
1,017212E+18,3,700052E+15,9,962963E+19,2,325586E+07
1,2976E+18,3,211467E+15,9,953149E+19,2,336352E+07
1,180752E+18,3,322722E+15,9,953149E+19,2,336352E+07
1,236492E+18,3,290767E+15,9,953149E+19,2,336352E+07
1,249353E+18,3,254711E+15,9,953149E+19,2,336352E+07
1,224149E+18,3,449398E+15,9,953149E+19,2,336352E+07
1,268761E+18,3,284122E+15,9,953149E+19,2,336352E+07
1,039647E+18,4,115207E+15,9,987628E+19,2,465552E+07
1,144033E+18,3,552788E+15,9,987628E+19,2,465552E+07
1,135526E+18,3,613078E+15,9,987628E+19,2,465552E+07
1,111189E+18,3,624978E+15,9,987628E+19,2,465552E+07
1,202701E+18,3,582911E+15,9,987628E+19,2,465552E+07
1,157616E+18,3,655352E+15,9,987628E+19,2,465552E+07
5,884899E+17,4,906884E+15,9,947404E+19,2,627051E+07
8,362612E+17,3,626E+15,9,969822E+19,2,616284E+07
8,549744E+17,3,759444E+15,9,956104E+19,2,616284E+07
8,464267E+17,4,154194E+15,9,956104E+19,2,616284E+07
8,742026E+17,3,791735E+15,9,956104E+19,2,616284E+07
8,675532E+17,3,676278E+15,9,956104E+19,2,616284E+07
1,119584E+18,3,395449E+15,9,924395E+19,2,791626E+07
9,664558E+17,4,282057E+15,9,958656E+19,2,777783E+07
9,387379E+17,4,246065E+15,9,958656E+19,2,777783E+07
9,529847E+17,4,268544E+15,9,958656E+19,2,777783E+07
9,205732E+17,4,94444E+15,9,967638E+19,2,7724E+07
9,803186E+17,5,102685E+15,9,967638E+19,2,7724E+07
1,078015E+18,3,708E+15,9,960928E+19,2,939282E+07
1,125736E+18,3,781566E+15,9,960928E+19,2,939282E+07
1,090527E+18,3,65784E+15,9,960928E+19,2,939282E+07
8,901348E+17,4,772135E+15,9,969419E+19,2,933899E+07
8,844404E+17,4,137103E+15,9,969419E+19,2,933899E+07
1,011505E+18,3,891246E+15,9,960928E+19,2,939282E+07
9,82319E+17,3,755641E+15,9,954286E+19,3,140259E+07
8,10221E+17,3,811072E+15,9,939828E+19,3,131287E+07
8,155828E+17,4,47147E+15,9,96408E+19,3,122314E+07
8,646829E+17,4,621159E+15,9,985632E+19,3,122314E+07
1,010738E+18,3,508959E+15,9,942857E+19,3,140259E+07
7,290578E+17,4,86234E+15,9,996393E+19,3,108856E+07
1,172244E+18,4,104861E+15,9,972899E+19,3,31073E+07
9,269398E+17,4,262372E+15,9,982993E+19,3,297272E+07
1,019154E+18,4,153946E+15,9,982993E+19,3,297272E+07
8,668633E+17,4,301875E+15,9,982993E+19,3,297272E+07
8,477934E+17,4,167015E+15,9,982993E+19,3,297272E+07
9,010221E+17,4,359516E+15,9,972899E+19,3,31073E+07
1,024513E+18,7,384977E+16,9,873475E+19,3,531445E+07
7,57094E+17,4,561036E+15,9,971264E+19,3,512604E+07
6,682173E+17,4,695012E+15,1E+20,3,499146E+07
7,589399E+17,4,345871E+15,1E+20,3,499146E+07
7,163308E+17,4,48372E+15,1E+20,3,499146E+07
7,207337E+17,4,512736E+15,1E+20,3,499146E+07
9,562884E+17,5,408881E+15,9,967949E+19,3,732422E+07
7,555033E+17,5,751876E+15,1E+20,3,714478E+07
7,815588E+17,5,63638E+15,9,967949E+19,3,732422E+07
6,756685E+17,5,823994E+15,1E+20,3,714478E+07
7,65651E+17,5,637139E+15,1E+20,3,714478E+07
6,73503E+17,5,879319E+15,1E+20,3,714478E+07
8,180456E+17,4,492475E+15,9,929991E+19,3,972876E+07
6,502591E+17,4,616493E+15,9,938859E+19,3,96211E+07
7,195476E+17,5,91222E+15,9,969697E+19,3,947754E+07
6,31283E+17,6,012639E+15,9,969697E+19,3,947754E+07
6,353757E+17,5,843239E+15,9,969697E+19,3,947754E+07
7,440334E+17,4,488924E+15,9,929991E+19,3,972876E+07
2,322587E+17,7,308447E+15,9,964234E+19,4,18103E+07
5,61528E+17,6,139394E+15,9,964234E+19,4,18103E+07
5,735381E+17,6,12652E+15,1E+20,4,198974E+07
7,206054E+17,5,827452E+15,9,992816E+19,4,163086E+07
2,00978E+17,7,345226E+15,9,964234E+19,4,18103E+07
3,386977E+17,6,782752E+15,9,978633E+19,4,198974E+07
4,625353E+17,5,098377E+15,9,977478E+19,4,481598E+07
2,764241E+17,5,302785E+15,9,944779E+19,4,46814E+07
6,383446E+17,4,433971E+15,9,942095E+19,4,454682E+07
4,63558E+17,5,699431E+15,9,973009E+19,4,432251E+07
6,4219E+17,4,315598E+15,9,9572E+19,4,454682E+07
-2,428763E+15,6,264681E+15,9,944779E+19,4,46814E+07
1,354157E+17,5,270943E+15,1,000843E+20,2,469589E+07
1,140559E+17,5,485126E+15,9,996323E+19,2,469589E+07
1,883289E+16,6,945063E+15,1,001752E+20,2,469589E+07
1,863146E+17,7,367338E+15,1,002277E+20,2,46286E+07
7,166905E+16,8,527918E+15,9,995726E+19,2,624359E+07
1,527689E+16,9,120634E+15,1,003436E+20,2,610901E+07
9,783385E+16,1,063792E+16,1,001142E+20,2,619873E+07
8,161155E+14,9,394222E+15,1,003436E+20,2,610901E+07
3,32831E+16,1,104789E+16,1,001142E+20,2,619873E+07
-3,907973E+16,5,969392E+15,1,001539E+20,2,776245E+07
1,572886E+16,8,386476E+15,1,003236E+20,2,7724E+07
-4,702818E+16,7,178291E+15,1,001477E+20,2,776245E+07
-3,715405E+15,8,877136E+15,1,003236E+20,2,7724E+07
-5,209852E+16,7,354275E+15,1,001477E+20,2,776245E+07
-8,001518E+16,9,401997E+15,1,002193E+20,2,776245E+07
1,158534E+17,6,691387E+15,1,000762E+20,2,942871E+07
6,973235E+16,6,068911E+15,1,000366E+20,2,942871E+07
-1,393703E+16,6,113836E+15,1,000366E+20,2,942871E+07
-8,045963E+14,6,358896E+15,1,000366E+20,2,942871E+07
7,437995E+16,6,81368E+15,1,000762E+20,2,942871E+07
2,666889E+17,4,672517E+15,1,001614E+20,3,113342E+07
3,240966E+17,4,214852E+15,1,000461E+20,3,113342E+07
3,130329E+17,4,62105E+15,1,000461E+20,3,113342E+07
2,770031E+17,4,353004E+15,9,98732E+19,3,113342E+07
2,89691E+17,4,591008E+15,9,98732E+19,3,113342E+07
2,551724E+17,4,58477E+15,1,000461E+20,3,113342E+07
3,790613E+17,4,489176E+15,9,973913E+19,3,301758E+07
3,680836E+17,4,187823E+15,9,973913E+19,3,301758E+07
2,111771E+17,4,535765E+15,9,984741E+19,3,292786E+07
3,249025E+17,4,327239E+15,9,984741E+19,3,292786E+07
4,728773E+17,5,871873E+15,1,003436E+20,3,481201E+07
3,851575E+17,4,519715E+15,1,001029E+20,3,488379E+07
5,378958E+17,5,05424E+15,1,002058E+20,3,488379E+07
3,845824E+17,4,568339E+15,1,001029E+20,3,488379E+07
7,159011E+17,3,759082E+15,1,002315E+20,3,488379E+07
4,803004E+17,3,667009E+15,9,991764E+19,3,703711E+07
2,954229E+17,6,171865E+15,1,001458E+20,3,692944E+07
2,497105E+17,5,016979E+15,1,00164E+20,3,692944E+07
4,265193E+17,5,142217E+15,9,965987E+19,3,692944E+07
1,960062E+17,5,420802E+15,1,001336E+20,3,692944E+07
3,616861E+17,3,811452E+15,9,968902E+19,3,692944E+07
5,831174E+17,3,35513E+15,9,992217E+19,3,919043E+07
6,527349E+17,3,736228E+15,9,994849E+19,3,919043E+07
6,144206E+17,3,229965E+15,9,992217E+19,3,919043E+07
6,896201E+17,3,665788E+15,9,994849E+19,3,919043E+07
5,058373E+17,3,711768E+15,9,992217E+19,3,919043E+07
6,486959E+17,3,874904E+15,9,994849E+19,3,919043E+07
7,286382E+17,4,978088E+15,1E+20,4,145142E+07
6,110798E+17,5,207803E+15,1E+20,4,145142E+07
7,840171E+17,4,424616E+15,1E+20,4,145142E+07
7,802699E+17,4,830359E+15,1E+20,4,145142E+07
8,093593E+17,4,398232E+15,1E+20,4,145142E+07
6,233683E+17,3,893208E+15,9,997452E+19,4,400848E+07
6,047082E+17,3,759747E+15,9,997452E+19,4,400848E+07
6,35722E+17,4,890788E+15,1E+20,4,400848E+07
6,605712E+17,3,791009E+15,9,997452E+19,4,400848E+07
6,697268E+17,4,809286E+15,1E+20,4,400848E+07
6,988868E+17,3,838438E+15,9,997452E+19,4,400848E+07
8,766598E+17,4,19879E+15,9,980732E+19,4,656555E+07
8,938698E+17,3,293808E+15,9,987922E+19,4,643097E+07
8,044472E+17,4,374194E+15,9,980732E+19,4,656555E+07
9,268309E+17,3,274712E+15,1,000242E+20,4,643097E+07
7,4351E+17,3,575354E+15,9,980732E+19,4,656555E+07
8,638712E+17,3,346861E+15,9,987922E+19,4,643097E+07
9,837999E+17,4,120023E+15,1E+20,4,952637E+07
8,231364E+17,3,220758E+15,1,001135E+20,4,939178E+07
8,099827E+17,3,370713E+15,9,997729E+19,4,939178E+07
8,315822E+17,3,450406E+15,9,997729E+19,4,939178E+07
7,829008E+17,3,639155E+15,9,997729E+19,4,939178E+07
9,30653E+17,3,41707E+15,9,997729E+19,4,939178E+07
8,530147E+17,4,409703E+15,1E+20,5,221802E+07
1,031952E+18,4,062682E+15,1E+20,5,221802E+07
1,039277E+18,3,835742E+15,1,002299E+20,5,203858E+07
8,975392E+17,4,073501E+15,1,000575E+20,5,203858E+07
1,079577E+18,5,513423E+15,1,002591E+20,5,194885E+07
9,611524E+17,4,024285E+15,9,982818E+19,5,221802E+07
1,01326E+18,3,798436E+15,1E+20,5,5448E+07
9,040772E+17,4,059779E+15,1E+20,5,5448E+07
1,022011E+18,4,063142E+15,1E+20,5,5448E+07
9,089736E+17,5,552184E+15,1E+20,5,5448E+07
9,969723E+17,3,749001E+15,9,983819E+19,5,5448E+07
8,419244E+17,4,149995E+15,1E+20,5,5448E+07
1,078241E+18,5,562972E+15,1E+20,5,867798E+07
9,759818E+17,5,599417E+15,1,001534E+20,5,849854E+07
1,133494E+18,5,266975E+15,1E+20,5,867798E+07
8,188738E+17,6,071912E+15,1,001534E+20,5,849854E+07
8,944867E+17,3,852706E+15,1,000511E+20,5,849854E+07
1,116433E+18,5,69825E+15,1E+20,5,867798E+07
8,816014E+17,5,871253E+15,1E+20,6,244629E+07
1,115534E+18,5,590495E+15,1E+20,6,244629E+07
8,99546E+17,5,55329E+15,1,001441E+20,6,226685E+07
7,856198E+17,5,889192E+15,1,001441E+20,6,226685E+07
8,735367E+17,4,11907E+15,1,00048E+20,6,226685E+07
9,542919E+17,5,870613E+15,1,001441E+20,6,226685E+07
1,091512E+18,5,336615E+15,1,00137E+20,6,549682E+07
9,27951E+17,3,961588E+15,9,981835E+19,6,585571E+07
1,191375E+18,3,723566E+15,1E+20,6,567627E+07
9,294321E+17,3,85513E+15,1E+20,6,567627E+07
1,164699E+18,3,734876E+15,1E+20,6,567627E+07
9,322095E+17,4,084241E+15,1E+20,6,567627E+07
1,113119E+18,5,263016E+15,1E+20,6,998291E+07
6,969248E+17,5,709254E+15,1,00193E+20,6,971374E+07
8,069759E+17,5,378349E+15,1,00193E+20,6,971374E+07
7,450299E+17,5,588905E+15,1E+20,6,998291E+07
9,743937E+17,1E+16,1E+20,6,998291E+07
8,173739E+17,5,703521E+15,1E+20,6,998291E+07
8,76311E+17,5,316949E+15,1E+20,7,375122E+07
6,500577E+17,5,903638E+15,1,001832E+20,7,348206E+07
6,992791E+17,5,559169E+15,9,981685E+19,7,348206E+07
7,716446E+17,5,910718E+15,1E+20,7,375122E+07
1,002269E+18,5,325378E+15,1E+20,7,375122E+07
6,367079E+17,6,290588E+15,1E+20,7,375122E+07
6,902174E+17,5,869193E+15,1,001718E+20,7,832702E+07
5,062594E+17,6,4491E+15,1E+20,7,859619E+07
6,931976E+17,5,769105E+15,1,001718E+20,7,832702E+07
5,59976E+17,6,122931E+15,1,001718E+20,7,832702E+07
5,452694E+17,6,235329E+15,9,982818E+19,7,832702E+07
4,797637E+17,6,559125E+15,1,001718E+20,7,832702E+07
7,561049E+17,5,855755E+15,1E+20,8,290283E+07
4,02352E+17,7,270046E+15,1E+20,8,290283E+07
7,284963E+17,6,025428E+15,1E+20,8,290283E+07
3,473678E+17,7,444629E+15,1E+20,8,290283E+07
6,940023E+17,6,127856E+15,1E+20,8,290283E+07
6,305438E+17,6,343912E+15,1E+20,8,290283E+07
4,812484E+17,6,598867E+15,1E+20,8,828614E+07
1,98364E+17,8,128486E+15,1,001529E+20,8,801697E+07
4,928659E+17,6,034769E+15,1,001529E+20,8,801697E+07
2,276018E+17,8,070201E+15,9,984709E+19,8,801697E+07
4,240651E+17,6,275074E+15,9,984709E+19,8,801697E+07
4,194726E+17,6,401222E+15,1E+20,8,828614E+07
6,349562E+17,6,935078E+15,1E+20,9,31311E+07
3,251357E+17,7,616807E+15,1E+20,9,31311E+07
3,304217E+17,7,828141E+15,1,001449E+20,9,286194E+07
1,308134E+17,9,250888E+15,9,985507E+19,9,286194E+07
3,541025E+17,7,689394E+15,1,001449E+20,9,286194E+07
2,113398E+17,8,598835E+15,1E+20,9,31311E+07
2,552822E+17,8,036262E+15,1,001362E+20,9,878357E+07
2,601807E+17,7,370595E+15,9,986376E+19,9,878357E+07
2,2494E+17,7,989559E+15,1E+20,9,85144E+07
2,225724E+17,7,570859E+15,9,986376E+19,9,878357E+07
2,577644E+17,7,042397E+15,1E+20,9,85144E+07
1,476751E+17,8,914286E+15,1E+20,9,905274E+07
6,960129E+16,1,007043E+16,9,972628E+19,1,475024E+07
1,245713E+17,1,096408E+16,9,992596E+19,1,471436E+07
1,253029E+17,9,52785E+15,9,991344E+19,1,471436E+07
7,89648E+16,8,961455E+15,9,971194E+19,1,475024E+07
4,187326E+16,1,095431E+16,9,970697E+19,1,475024E+07
9,826163E+16,1,050489E+16,9,982197E+19,1,471436E+07
-3,738044E+16,1,150355E+16,1E+20,1,561157E+07
6,476082E+15,9,688477E+15,1E+20,1,561157E+07
2,932481E+15,1,002646E+16,9,993842E+19,1,561157E+07
-2,294992E+16,1,155365E+16,9,993842E+19,1,561157E+07
-3,875655E+16,1,061004E+16,9,993842E+19,1,561157E+07
-3,59662E+16,1,00536E+16,1E+20,1,561157E+07
-1,503655E+16,1,037716E+16,9,990598E+19,1,655365E+07
6,068633E+16,2,580363E+16,9,960167E+19,8276825
-6,2451E+15,9,171025E+15,9,985676E+19,1,655365E+07
-1,472235E+16,8,961878E+15,1,002133E+20,1,648636E+07
-4,799974E+16,9,148429E+15,1,002133E+20,1,648636E+07
-1,147858E+16,9,468935E+15,1,002554E+20,1,648636E+07
-2,032658E+17,1,187389E+16,9,967765E+19,1,749573E+07
-1,490868E+17,1,239736E+16,9,967557E+19,1,749573E+07
-9,026756E+16,1,162445E+16,9,967557E+19,1,749573E+07
-6,73091E+16,1,097345E+16,9,967557E+19,1,749573E+07
-1,236948E+17,1,21211E+16,9,967557E+19,1,749573E+07
-1,956082E+17,1,124713E+16,9,97326E+19,1,749573E+07
-8,769338E+16,9,653613E+15,9,968682E+19,1,853394E+07
-2,801071E+16,8,787459E+15,9,968682E+19,1,853394E+07
1,731691E+17,1E+16,1E+20,7,321289E+07
2,377605E+16,8,301363E+15,9,968682E+19,1,853394E+07
-3,252186E+16,8,910736E+15,9,968682E+19,1,853394E+07
-8,862293E+15,8,645493E+15,9,968682E+19,1,853394E+07
-4,355113E+16,8,888931E+15,9,968682E+19,1,853394E+07
-9,119706E+16,8,231787E+15,9,986741E+19,1,96106E+07
1,169588E+16,7,168863E+15,9,980205E+19,1,96106E+07
-1,432856E+16,8,472423E+15,9,973638E+19,1,96106E+07
-8,910591E+15,7,388007E+15,9,980205E+19,1,96106E+07
-7,830574E+15,8,575794E+15,9,973638E+19,1,96106E+07
-7,623944E+16,8,125208E+15,9,986741E+19,1,96106E+07
-4,091092E+16,7,240695E+15,9,997127E+19,2,081543E+07
4,999577E+16,6,646506E+15,9,994055E+19,2,084106E+07
3,302319E+16,5,877387E+15,9,996222E+19,2,084106E+07
2,711487E+16,5,94447E+15,9,986997E+19,2,084106E+07
-2,341547E+16,7,115619E+15,9,997127E+19,2,081543E+07
2,70286E+16,5,987849E+15,9,996222E+19,2,084106E+07
1,950291E+17,4,814598E+15,1,001565E+20,2,198181E+07
1,895116E+17,4,744515E+15,1,001565E+20,2,198181E+07
3,137929E+17,4,512191E+15,1,001565E+20,2,198181E+07
1,904187E+17,4,900064E+15,1,001565E+20,2,198181E+07
1,283327E+17,5,136862E+15,1E+20,2,207153E+07
1,278511E+17,5,122502E+15,1E+20,2,207153E+07
6,954896E+16,5,760577E+15,9,970626E+19,2,341736E+07
2,780036E+17,4,558992E+15,9,966025E+19,2,332764E+07
3,077955E+17,4,517094E+15,9,966025E+19,2,332764E+07
3,221317E+17,4,488662E+15,9,985256E+19,2,332764E+07
1,857337E+17,4,965948E+15,9,992948E+19,2,332764E+07
3,177833E+17,5,088598E+15,9,961048E+19,2,341736E+07
2,856887E+17,4,203586E+15,1,000182E+20,2,467346E+07
2,693204E+17,4,190977E+15,1E+20,2,476318E+07
2,875759E+17,4,177361E+15,1,000182E+20,2,467346E+07
2,481476E+17,4,49388E+15,1,000182E+20,2,467346E+07
5,075768E+17,3,959819E+15,1,000182E+20,2,467346E+07
3,281575E+17,4,859536E+15,1,000946E+20,2,465552E+07
6,322051E+16,5,998599E+15,9,997257E+19,2,616284E+07
3,85573E+17,4,905723E+15,9,988388E+19,2,627051E+07
2,208904E+17,5,344176E+15,1,001097E+20,2,616284E+07
7,985414E+16,4,779335E+15,9,997717E+19,2,619873E+07
1,921813E+17,5,654272E+15,1,001097E+20,2,616284E+07
5,552262E+17,4,236507E+15,9,960441E+19,2,767017E+07
2,269693E+17,5,053316E+15,9,989623E+19,2,767017E+07
4,110041E+17,4,4889E+15,9,979896E+19,2,767017E+07
3,900147E+17,4,571017E+15,9,979896E+19,2,767017E+07
3,57221E+17,5,375386E+15,9,978113E+19,2,767017E+07
3,039306E+17,4,706144E+15,9,989623E+19,2,767017E+07
6,038407E+17,3,973857E+15,9,98966E+19,2,950049E+07
3,487318E+17,4,648129E+15,1,000977E+20,2,939282E+07
4,256469E+17,4,453913E+15,1,000977E+20,2,939282E+07
3,882985E+17,4,564212E+15,1,000977E+20,2,939282E+07
4,028887E+17,4,55922E+15,9,997558E+19,2,939282E+07
3,6949E+17,4,787346E+15,9,960928E+19,2,939282E+07
4,985146E+17,5,127572E+15,9,996393E+19,3,108856E+07
7,996466E+17,3,434446E+15,9,964576E+19,3,090015E+07
6,861552E+17,4,73647E+15,9,996393E+19,3,108856E+07
7,113591E+17,3,950638E+15,1E+20,3,122314E+07
6,413037E+17,4,328209E+15,1E+20,3,122314E+07
7,811362E+17,4,235639E+15,9,996393E+19,3,108856E+07
9,105015E+17,4,34603E+15,9,969388E+19,3,297272E+07
9,952038E+17,3,852276E+15,9,969388E+19,3,297272E+07
7,249963E+17,4,872509E+15,9,972899E+19,3,31073E+07
9,409777E+17,3,281059E+15,9,966884E+19,3,305347E+07
1,031015E+18,3,756424E+15,9,982993E+19,3,297272E+07
9,52289E+17,4,235599E+15,9,982993E+19,3,297272E+07
1,003476E+18,4,444685E+15,1E+20,3,499146E+07
9,871971E+17,4,251812E+15,9,996783E+19,3,485687E+07
9,357937E+17,4,079151E+15,9,996783E+19,3,485687E+07
9,146932E+17,4,332796E+15,9,996783E+19,3,485687E+07
8,960669E+17,4,08572E+15,9,996783E+19,3,485687E+07
8,192374E+17,4,062667E+15,9,991255E+19,3,488379E+07
9,604767E+17,3,756422E+15,9,991764E+19,3,703711E+07
1,262865E+18,3,501731E+15,1E+20,3,714478E+07
1,167898E+18,4,316213E+15,1E+20,3,714478E+07
1,164283E+18,4,182738E+15,1E+20,3,714478E+07
1,201876E+18,4,031806E+15,1E+20,3,714478E+07
1,18549E+18,3,493755E+15,9,987922E+19,3,714478E+07
1,37148E+18,3,809502E+15,9,974403E+19,3,943268E+07
1,167609E+18,4,367533E+15,1E+20,3,92981E+07
1,361541E+18,3,156596E+15,9,988585E+19,3,92981E+07
1,357492E+18,4,191299E+15,1E+20,3,92981E+07
1,33245E+18,4,508368E+15,1E+20,3,92981E+07
1,364012E+18,3,26175E+15,1E+20,3,92981E+07
1,373095E+18,4,577024E+15,1E+20,4,145142E+07
1,151616E+18,4,576178E+15,1,000715E+20,4,18103E+07
1,142831E+18,4,557895E+15,9,971264E+19,4,163086E+07
1,39127E+18,3,46973E+15,9,986516E+19,4,1586E+07
1,455409E+18,3,442602E+15,9,975728E+19,4,1586E+07
1,225689E+18,3,769745E+15,9,974594E+19,4,414306E+07
1,412909E+18,3,613422E+15,9,977203E+19,4,427765E+07
1,320687E+18,3,541829E+15,9,974594E+19,4,414306E+07
1,299697E+18,3,465531E+15,9,984756E+19,4,414306E+07
1,384978E+18,3,796393E+15,9,977203E+19,4,427765E+07
1,497733E+18,3,597075E+15,9,977203E+19,4,427765E+07
1,418796E+18,3,639043E+15,9,978261E+19,4,643097E+07
1,361952E+18,3,559814E+15,9,985632E+19,4,683472E+07
9,464001E+17,5,08923E+15,1,000641E+20,4,665527E+07
1,338094E+18,3,592115E+15,9,97851E+19,4,69693E+07
1,501178E+18,4,373819E+15,9,974555E+19,4,701416E+07
1,50901E+18,4,120518E+15,9,974555E+19,4,701416E+07
1,210711E+18,4,988979E+15,1,000606E+20,4,934692E+07
1,508086E+18,4,350341E+15,1E+20,4,952637E+07
1,438003E+18,4,198932E+15,1E+20,4,952637E+07
1,474483E+18,4,430508E+15,1E+20,4,952637E+07
1,499869E+18,4,261631E+15,1E+20,4,952637E+07
7,787519E+17,3,686984E+15,9,946428E+19,5,024414E+07
1,359044E+18,4,566729E+15,9,977401E+19,5,293579E+07
1,5006E+18,4,480146E+15,9,977401E+19,5,293579E+07
1,059978E+18,4,712985E+15,9,971559E+19,5,25769E+07
1,194825E+18,4,69707E+15,9,982993E+19,5,275635E+07
1,186517E+18,4,513957E+15,9,982993E+19,5,275635E+07
1,119605E+18,4,731321E+15,9,982993E+19,5,275635E+07
1,666492E+18,4,511934E+15,9,983819E+19,5,5448E+07
1,040522E+18,4,78321E+15,1,000541E+20,5,526856E+07
1,440085E+18,4,482231E+15,9,994624E+19,5,562744E+07
1,37403E+18,4,677889E+15,9,978495E+19,5,562744E+07
1,240301E+18,4,373809E+15,9,978495E+19,5,562744E+07
1,269446E+18,4,675965E+15,9,978495E+19,5,562744E+07
1,146888E+18,4,942528E+15,9,994872E+19,5,831909E+07
1,523873E+18,6,766392E+15,1E+20,5,921631E+07
1,625721E+18,6,643742E+15,1E+20,5,921631E+07
8,843958E+17,7,322608E+15,1,002283E+20,5,894714E+07
1,344726E+18,6,593553E+15,1E+20,5,921631E+07
1,316971E+18,6,847728E+15,1E+20,5,921631E+07
1,536744E+17,1,240334E+16,9,959316E+19,8290283
1,878457E+17,1,111801E+16,9,948748E+19,8290283
1,103415E+17,1,002282E+16,9,928022E+19,8319647
