6.147116E-06,1.183506E-06,0.0001981591,0.006155019,0.8589723,0.1346672
9.140056E-06,3.715101E-06,0.0006571445,0.0152305,0.9252295,0.05887004
3.401014E-06,1.221614E-06,0.0005294638,0.01087776,0.9095123,0.07907596
4.382261E-06,1.135966E-06,0.001331195,0.01033783,0.8799502,0.1083752
3.2008E-06,3.692168E-07,6.836149E-05,0.002382369,0.6784871,0.3190585
4.479936E-06,7.576488E-07,0.0001597516,0.004673005,0.8288682,0.1662939
8.497527E-07,1.523771E-06,6.68867E-05,0.02840594,0.9433005,0.02822422
7.442721E-07,3.101359E-06,0.0001464494,0.05639736,0.9297546,0.01369771
1.483553E-06,2.368622E-06,6.359073E-05,0.02646598,0.9481878,0.02527869
9.957645E-07,1.416964E-06,5.459294E-05,0.02315141,0.9407859,0.03600558
1.351692E-06,9.755954E-07,2.915174E-05,0.01225615,0.9153391,0.07237335
1.554219E-06,6.816645E-07,4.822524E-05,0.008523882,0.8274384,0.1639872
1.98756E-07,4.75477E-07,0.0002923286,0.1162824,0.8378295,0.04559507
3.308003E-07,6.038793E-07,0.0001574272,0.07468247,0.8778756,0.0472836
3.87355E-07,6.836995E-07,0.0001351121,0.0623902,0.888836,0.04863752
1.497087E-07,1.46889E-07,0.0001063696,0.04904682,0.8650661,0.0857805
1.946185E-06,2.817592E-06,0.0001928733,0.05825369,0.8907962,0.05075248
6.23306E-07,1.819809E-06,0.0002282713,0.09911601,0.8722031,0.0284502
2.701068E-07,2.153548E-08,0.0001795268,0.003476712,0.6045582,0.3917853
3.793633E-07,7.58135E-08,2.918287E-05,0.007627008,0.7224516,0.2698917
7.658484E-07,2.335651E-07,3.880303E-05,0.01134028,0.7625303,0.2260896
2.129725E-07,3.846156E-08,0.0001245176,0.005702975,0.6228324,0.3713398
1.653336E-06,1.028717E-06,8.269461E-05,0.02405191,0.8163403,0.1595225
1.004432E-06,7.772398E-07,0.0001753882,0.05714291,0.8389623,0.1037176
1.453298E-07,4.293906E-09,2.349801E-05,0.0006375619,0.5980269,0.4013118
1.076691E-06,6.891599E-07,0.0001129278,0.04086249,0.8394894,0.1195334
1.177034E-06,9.851099E-07,0.0001384015,0.0533668,0.8486073,0.09788527
1.213851E-06,8.402977E-07,0.0001792619,0.05802787,0.8301354,0.1116554
1.632118E-06,2.288616E-06,0.0002179727,0.09876993,0.8395776,0.06143053
3.797789E-07,3.703618E-08,0.0001521658,0.004111899,0.6986985,0.2970369
3.420673E-07,4.530331E-08,0.0001006238,0.007669576,0.796875,0.1953544
5.146866E-07,1.673132E-08,9.973936E-05,0.002385832,0.7824028,0.2151111
1.51982E-06,2.084095E-07,0.0001750999,0.0103888,0.8614257,0.1280087
9.119908E-07,7.580974E-08,7.632655E-05,0.00469141,0.8320222,0.163209
5.973628E-07,7.047083E-08,6.893775E-05,0.006051642,0.8009902,0.1928886
2.325716E-07,1.635633E-08,3.275777E-05,0.002983168,0.7768428,0.2201409
1.711199E-06,1.019563E-06,0.001038779,0.1660302,0.7411782,0.09175011
9.615578E-07,2.432733E-07,0.0003680192,0.04863049,0.7584668,0.1925335
5.96039E-07,1.265254E-07,0.0001355843,0.02780195,0.773977,0.1980846
3.261504E-07,6.690026E-08,0.0002442118,0.01880286,0.80905,0.1719025
1.116322E-06,3.254511E-07,0.0004516211,0.06053219,0.7669663,0.1720485
4.594561E-07,9.372018E-08,0.0003567981,0.02895084,0.64617,0.3245218
3.987349E-06,1.608622E-05,0.0193892,0.7182831,0.2423813,0.01992627
2.859829E-06,7.47321E-05,0.01549003,0.935377,0.04721103,0.001844233
1.419186E-06,6.782361E-06,0.001657679,0.5914501,0.3935271,0.01335688
2.55295E-06,9.302646E-05,0.01678517,0.9456012,0.03628218,0.00123591
2.772741E-06,0.0003031018,0.02079065,0.9608225,0.01770548,0.0003754613
2.079396E-06,1.25498E-05,0.03120645,0.823025,0.1338549,0.01189909
9.55927E-06,2.670744E-07,0.0004179786,0.006191152,0.8369818,0.1563993
1.068284E-05,1.698932E-06,0.00194438,0.0716298,0.8890851,0.03732835
8.587685E-06,2.221136E-06,0.005475301,0.1298304,0.8248038,0.03987975
1.324772E-05,6.262896E-06,0.01370564,0.2262225,0.7240343,0.03601803
8.98827E-06,1.583648E-06,0.002575375,0.08373252,0.8779135,0.03576796
1.180699E-05,3.44653E-06,0.006400683,0.1527966,0.8070491,0.03373824
2.65206E-06,4.31422E-07,0.0001974299,0.009774384,0.9379383,0.05208676
6.225302E-06,1.433452E-06,0.0001918637,0.01644763,0.8427305,0.1406224
5.086143E-06,6.752053E-07,7.464843E-05,0.0006560019,0.3467942,0.6524694
2.181259E-06,3.239184E-07,6.353822E-05,0.002477006,0.8666977,0.1307593
1.276099E-06,2.242426E-07,4.941731E-05,0.006189145,0.9575968,0.03616317
2.023819E-06,2.963725E-07,5.912883E-05,0.002493772,0.8814279,0.1160168
8.080643E-05,1.440862E-06,0.01578342,0.05151666,0.861416,0.0712017
9.425292E-06,2.987528E-06,0.001147829,0.0478225,0.9074145,0.04360277
5.050751E-06,1.683238E-06,0.000362182,0.01570073,0.9296523,0.05427803
2.03336E-06,6.190155E-07,0.0001506081,0.01230548,0.9681414,0.01939984
5.065909E-06,1.686042E-06,0.0003772165,0.01660318,0.9308264,0.05218643
7.709396E-06,2.475907E-06,0.0007784608,0.03091899,0.9170758,0.05121649
0.0001487708,3.404709E-08,0.0005006319,0.0002523,0.4005287,0.5985695
0.0001177855,2.939155E-08,0.0005116864,0.0002709625,0.42758,0.5715196
2.066276E-05,9.312107E-07,0.0009969466,0.009749334,0.9269617,0.06227044
1.290066E-05,6.050856E-07,0.001065286,0.01789101,0.9572422,0.02378812
1.41937E-05,6.747906E-07,0.0009332852,0.0131151,0.9524059,0.03353087
3.004219E-05,1.487541E-06,0.000759082,0.003913632,0.7311164,0.2641794
3.393167E-10,5.779418E-11,2.194932E-09,3.391386E-07,0.9999996,5.733344E-08
2.122064E-06,1.440026E-06,5.780528E-05,0.003748237,0.8646621,0.1315282
8.805464E-07,1.115331E-06,4.773172E-05,0.01314803,0.9681802,0.01862193
4.323639E-07,5.920629E-07,4.680609E-05,0.008355669,0.9856315,0.005965053
8.986813E-07,5.068033E-07,5.794844E-05,0.001480777,0.9472821,0.05117778
4.23239E-06,3.606876E-06,0.0001230708,0.004628571,0.7625287,0.2327117
1.668968E-06,1.089826E-06,0.0001153467,0.002062804,0.9129838,0.08483527
8.196697E-07,1.484856E-07,2.842217E-05,0.0001798031,0.7046721,0.2951187
9.744944E-07,2.761224E-07,5.080648E-05,0.0004610735,0.8515979,0.1478889
9.017409E-07,2.0855E-07,3.855422E-05,0.0002851329,0.7814845,0.2181907
8.549196E-07,1.922767E-07,3.587249E-05,0.0002644965,0.7793236,0.2203751
1.190842E-06,2.372504E-07,4.416233E-05,0.0002682886,0.6943529,0.3053333
9.199489E-07,1.810515E-07,3.369918E-05,0.0002170441,0.7170641,0.2826841
2.624082E-06,3.046483E-06,0.0002023977,0.004869065,0.8873157,0.1076072
9.520992E-07,1.518322E-06,0.0001000857,0.005651084,0.9547939,0.03945251
1.050912E-06,1.615377E-06,0.0001076324,0.005451215,0.9495344,0.04490421
1.166023E-06,1.887624E-06,0.0001224844,0.006772853,0.9544626,0.03863906
8.354786E-07,1.100925E-06,7.833182E-05,0.003085544,0.9269401,0.06989397
1.013681E-06,1.410849E-06,9.814167E-05,0.004025211,0.9349701,0.06090411
0.0002409953,2.962345E-05,0.0184965,0.07926175,0.8248041,0.07716706
4.171839E-06,2.56317E-05,0.002398454,0.302774,0.6926554,0.002142335
4.663773E-06,6.451239E-06,0.001219213,0.05282573,0.9388154,0.007128538
8.884059E-06,5.58344E-06,0.001246597,0.0246526,0.9440213,0.03006509
4.458188E-06,5.093789E-06,0.00098199,0.03563286,0.9533156,0.01006002
4.212944E-06,6.564283E-06,0.00117643,0.05748711,0.9352244,0.00610136
2.583016E-05,8.127078E-07,0.0005755143,0.001095308,0.7022198,0.2960826
7.062748E-06,4.959062E-06,0.001040247,0.01644089,0.9429601,0.03954672
7.272434E-06,5.448445E-06,0.001133737,0.02078702,0.9477801,0.03028658
7.21756E-06,5.20763E-06,0.001087967,0.01836051,0.9454211,0.03511799
1.548911E-05,1.166375E-05,0.001557966,0.01662219,0.8931435,0.08864912
1.160084E-05,9.793394E-06,0.001253495,0.01297006,0.8817298,0.1040252
1.645332E-06,4.215983E-06,0.0007983931,0.03779954,0.9559475,0.005448729
1.37013E-06,2.505733E-06,0.0005432984,0.02096817,0.9701107,0.00837402
1.483589E-06,4.087446E-06,0.0007719183,0.03882427,0.9553617,0.005036549
1.546671E-05,1.255808E-05,0.001973331,0.02734845,0.9367746,0.03387563
